TransactionDate,TransactionID,CustomerID,CustomerName,CustomerGender,CustomerAge,TransactionAmount,transactionType,TransactionLocation
1/31/2025,e485c7c4-fb35-40f6-9c2f-c14edb011c77,5,Theodore Krause,Male,29,1237.8,deposit,"300 Houston Street Branch, Downtown New York"
2/5/2025,034f6bc0-c091-466b-ac22-5cf58d7d38e7,8,Paul Ortiz,Male,36,1890.01,deposit,"300 Houston Street Branch, Downtown New York"
2/5/2025,96e00d9c-1faf-43a5-af37-1a186cdf0303,10,Rachel Meyer,Male,57,1992.9,deposit,"300 Houston Street Branch, Downtown New York"
2/2/2025,097f1814-bece-4027-af75-2b680c48ac74,8,Paul Ortiz,Male,36,837.56,deposit,"300 Houston Street Branch, Downtown New York"
2/3/2025,5d724e7b-2c28-4090-abd9-39f966445758,6,Linda Montoya,Male,36,212.95,withdrawal,"300 Houston Street Branch, Downtown New York"
2/9/2025,aa336147-fd3e-45b3-a8d3-3b8e625d2c81,10,Rachel Meyer,Male,57,1372.88,withdrawal,"300 Houston Street Branch, Downtown New York"
2/4/2025,d79014a0-fdf8-4fad-bfc0-eac4878cf7dc,4,Alexandra Schmidt,Male,48,1466.99,withdrawal,"300 Houston Street Branch, Downtown New York"
2/3/2025,064a3ef2-a8bd-4b2d-8145-5b78fd51a958,10,Rachel Meyer,Male,57,915.02,deposit,"300 Houston Street Branch, Downtown New York"
2/3/2025,e49f6739-0b79-41ef-a63f-90837878d4bd,8,Paul Ortiz,Male,36,247.83,deposit,"300 Houston Street Branch, Downtown New York"
2/8/2025,48d22f27-6745-4ee7-86a7-fa95435c5e18,2,Scott Davidson,Female,36,926,deposit,"300 Houston Street Branch, Downtown New York"
1/31/2025,c1381839-cec4-45a3-976f-1eb78f62c93e,3,Helen Palmer,Male,23,1852.16,deposit,"300 Houston Street Branch, Downtown New York"
2/2/2025,ceee7583-4f44-4361-8b30-fe5da3065650,9,Joshua Snyder,Female,49,1676.69,withdrawal,"300 Houston Street Branch, Downtown New York"
2/6/2025,3ed85e37-0ab5-4285-928c-3177c657046f,3,Helen Palmer,Male,23,1719.63,withdrawal,"300 Houston Street Branch, Downtown New York"
2/3/2025,84f84bc1-59da-4009-9999-4932697dde4b,10,Rachel Meyer,Male,57,590.37,deposit,"300 Houston Street Branch, Downtown New York"
2/7/2025,4b416b6e-1d7f-4262-ad2a-83b860e7ac90,4,Alexandra Schmidt,Male,48,1810.65,withdrawal,"300 Houston Street Branch, Downtown New York"
2/9/2025,b5bd1ebd-da10-43b0-bce2-e7f8e1c03121,8,Paul Ortiz,Male,36,1382.38,withdrawal,"300 Houston Street Branch, Downtown New York"
2/7/2025,837cfbcc-1f26-44bd-bf4f-49603ea354bc,6,Linda Montoya,Male,36,2101.41,deposit,"360 Convent Avenue Branch, Uptown New York"
2/7/2025,860b0808-7c65-4846-92cf-21829d1ea5c8,9,Joshua Snyder,Female,49,1245.13,withdrawal,"300 Houston Street Branch, Downtown New York"
2/6/2025,733779cb-e990-4047-9c27-532f1d825810,2,Scott Davidson,Female,36,1282.14,withdrawal,"300 Houston Street Branch, Downtown New York"
2/6/2025,6e692750-7584-4d77-8dcd-e0f8e432ed63,4,Alexandra Schmidt,Male,48,1724.46,deposit,"300 Houston Street Branch, Downtown New York"
2/5/2025,3e4e457f-7c94-41b3-9f99-52893de97b5e,8,Paul Ortiz,Male,36,1252.2,withdrawal,"300 Houston Street Branch, Downtown New York"
2/9/2025,cb075ffb-d72f-4047-82c7-5be66fb01335,5,Theodore Krause,Male,29,120.89,withdrawal,"300 Houston Street Branch, Downtown New York"
2/3/2025,313c5638-9d28-426f-9f5b-6c038d18840d,1,Austin Roberson,Female,55,1959.57,deposit,"300 Houston Street Branch, Downtown New York"
2/9/2025,ec218fe3-1a87-4091-ad00-7c535ce0452e,6,Linda Montoya,Male,36,1027.64,deposit,"300 Houston Street Branch, Downtown New York"
2/4/2025,66abaebf-c11b-4441-ac36-b82a74c743c7,7,Peter Williams,Female,24,684.6,deposit,"300 Houston Street Branch, Downtown New York"
2/8/2025,1884dad7-c840-4cfb-a019-3e51e90c5248,4,Alexandra Schmidt,Male,48,1429.35,deposit,"300 Houston Street Branch, Downtown New York"
2/1/2025,d6599a7d-1968-4263-a3e1-0013520f5f6c,10,Rachel Meyer,Male,57,2416.94,deposit,"100 Wall Street Branch, Downtown New York"
2/7/2025,c0d3bca0-243c-4f1c-9114-372cce5759f2,10,Rachel Meyer,Male,57,2439.6,withdrawal,"300 Houston Street Branch, Downtown New York"
2/7/2025,910b7a84-3ce1-4388-8c9f-9c30a69498cd,9,Joshua Snyder,Female,49,2427.87,withdrawal,"800 Water Street Branch, Downtown New York"
2/5/2025,4df2f952-ab71-4b70-ad51-6b4644028119,8,Paul Ortiz,Male,36,577.31,withdrawal,"300 Houston Street Branch, Downtown New York"
2/2/2025,31f6a5d4-cb49-4763-8bff-8a5cc8728576,3,Helen Palmer,Male,23,1116.37,deposit,"300 Houston Street Branch, Downtown New York"
2/8/2025,c0bd0962-0212-4e34-997b-511d9ba4a832,5,Theodore Krause,Male,29,406.32,withdrawal,"300 Houston Street Branch, Downtown New York"
2/4/2025,3a0a6e37-2b0a-4828-9d38-bbcf6c242539,10,Rachel Meyer,Male,57,1733.82,withdrawal,"750 Madison Avenue, Midtown New York"
2/6/2025,d4154402-8a79-4894-a0fe-47cc18f75c37,3,Helen Palmer,Male,23,1038.53,deposit,"300 Houston Street Branch, Downtown New York"
2/9/2025,475f0575-cc0a-4fe6-9c55-83380e02ecdd,6,Linda Montoya,Male,36,2338.24,deposit,"300 Houston Street Branch, Downtown New York"
2/7/2025,94c6c480-7e81-46c4-bd10-70604dcab35a,10,Rachel Meyer,Male,57,1351.34,withdrawal,"300 Houston Street Branch, Downtown New York"
2/3/2025,33e8ae69-5325-4521-9ce0-48fb6e13f7d5,10,Rachel Meyer,Male,57,1821.47,withdrawal,"300 Houston Street Branch, Downtown New York"
2/2/2025,7a05f1aa-69f5-4d6f-95f1-ae1cca7b0fc1,5,Theodore Krause,Male,29,1683.08,deposit,"100 Wall Street Branch, Downtown New York"
2/7/2025,673e2639-7aa4-49e7-8b5d-cfc2e623cf7a,9,Joshua Snyder,Female,49,2000.44,deposit,"300 Houston Street Branch, Downtown New York"
2/6/2025,62304c4e-6e59-448b-a13e-7e1610958338,5,Theodore Krause,Male,29,1508.47,withdrawal,"300 Houston Street Branch, Downtown New York"
2/8/2025,1a6f33ff-1b48-44a7-83cb-e676f90376dc,8,Paul Ortiz,Male,36,2427.87,deposit,"300 Houston Street Branch, Downtown New York"
2/9/2025,89ca53b6-998f-49a2-8a17-1c2517c9c3f1,6,Linda Montoya,Male,36,2400.9,withdrawal,"300 Houston Street Branch, Downtown New York"
2/1/2025,ca28cb9a-cac0-4902-8e27-9642b9f5f7ce,9,Joshua Snyder,Female,49,464.77,withdrawal,"300 Houston Street Branch, Downtown New York"
2/6/2025,e67dade4-01f2-4840-8d44-ced9c068aa5f,6,Linda Montoya,Male,36,1279.39,withdrawal,"300 Houston Street Branch, Downtown New York"
2/9/2025,d853b10d-dfcc-4a0a-81b9-3797d29b667f,4,Alexandra Schmidt,Male,48,2127.17,deposit,"300 Houston Street Branch, Downtown New York"
2/4/2025,b683f079-33ce-4365-80fe-79d4fc7f789a,8,Paul Ortiz,Male,36,1751.86,withdrawal,"300 Houston Street Branch, Downtown New York"
2/8/2025,d00819ee-bd6f-4173-8241-71a50ed760a6,4,Alexandra Schmidt,Male,48,1473.74,deposit,"800 Water Street Branch, Downtown New York"
2/6/2025,9fee479b-76e4-49c6-a2d5-9fedacf7eec9,2,Scott Davidson,Female,36,910.72,deposit,"300 Houston Street Branch, Downtown New York"
2/4/2025,56af97ea-f843-4c82-b49e-f782a433f3f6,2,Scott Davidson,Female,36,478.43,withdrawal,"800 Water Street Branch, Downtown New York"
2/4/2025,013ac11d-3d5a-4e90-acc7-8099b77aa81a,3,Helen Palmer,Male,23,758.89,withdrawal,"100 Wall Street Branch, Downtown New York"
2/3/2025,cd9a2eac-38d1-4c67-b729-8e92b78fbf5f,7,Peter Williams,Female,24,611.97,deposit,"800 Water Street Branch, Downtown New York"
2/7/2025,bfd36b36-d63d-4336-b391-5e43d0f059fe,8,Paul Ortiz,Male,36,1611.04,withdrawal,"800 Water Street Branch, Downtown New York"
2/9/2025,8af411bc-c493-49e1-ab6d-b0843964d42d,3,Helen Palmer,Male,23,600.18,deposit,"800 Water Street Branch, Downtown New York"
2/6/2025,c7a09200-32d1-42f4-8026-904e2124724e,10,Rachel Meyer,Male,57,770.51,deposit,"800 Water Street Branch, Downtown New York"
2/9/2025,b9b298b4-0ba6-445d-99e5-b9a615e2a4ae,10,Rachel Meyer,Male,57,1870.2,deposit,"100 Wall Street Branch, Downtown New York"
1/31/2025,c9b39afc-ac13-48b5-8ea6-610247d7a640,7,Peter Williams,Female,24,2216.38,withdrawal,"800 Water Street Branch, Downtown New York"
2/1/2025,ee3e6f23-3d74-4a01-86d7-8025df1c11f9,3,Helen Palmer,Male,23,431.82,deposit,"800 Water Street Branch, Downtown New York"
2/6/2025,7e44047f-3352-4f25-ae61-5d8f08490e32,7,Peter Williams,Female,24,1335.26,deposit,"800 Water Street Branch, Downtown New York"
2/2/2025,6e708ad1-3e8b-433b-89c6-62a0c386f682,7,Peter Williams,Female,24,2110.84,deposit,"800 Water Street Branch, Downtown New York"
2/9/2025,cfc94590-81c8-4753-b582-1fdca51b8a98,7,Peter Williams,Female,24,1852.81,withdrawal,"800 Water Street Branch, Downtown New York"
2/2/2025,a609480c-bb5b-4fda-9fd0-487b12e608c4,9,Joshua Snyder,Female,49,1051,deposit,"800 Water Street Branch, Downtown New York"
2/1/2025,81817796-a9a0-4039-b70d-c88448522df2,10,Rachel Meyer,Male,57,380.17,withdrawal,"800 Water Street Branch, Downtown New York"
2/8/2025,47b33be6-364c-49aa-ab19-53f3dd374839,6,Linda Montoya,Male,36,386.21,deposit,"800 Water Street Branch, Downtown New York"
2/6/2025,a435ed18-7bf4-433e-9028-21719b99b99d,6,Linda Montoya,Male,36,715.35,deposit,"800 Water Street Branch, Downtown New York"
2/4/2025,96d3869e-0517-4fb6-97dc-87d0f51940be,7,Peter Williams,Female,24,276,withdrawal,"800 Water Street Branch, Downtown New York"
2/5/2025,352c9d25-501b-4f3f-a3c3-2cbe40d18200,4,Alexandra Schmidt,Male,48,1522.31,withdrawal,"800 Water Street Branch, Downtown New York"
2/2/2025,9abf3846-203f-4d16-af53-d294aea749a0,5,Theodore Krause,Male,29,2313.06,deposit,"800 Water Street Branch, Downtown New York"
2/4/2025,f8a62a17-c27c-4713-ba68-86e3e743ea39,10,Rachel Meyer,Male,57,1036.12,withdrawal,"360 Convent Avenue Branch, Uptown New York"
2/3/2025,038ac74a-7dff-4c01-bff2-1cd923ccf5e1,7,Peter Williams,Female,24,1388.5,deposit,"800 Water Street Branch, Downtown New York"
2/4/2025,88b9310a-c8b9-4b8b-984b-e150fc32f169,9,Joshua Snyder,Female,49,1559.6,withdrawal,"800 Water Street Branch, Downtown New York"
1/31/2025,bf776570-933e-414b-a267-831687483a76,2,Scott Davidson,Female,36,1273.28,deposit,"800 Water Street Branch, Downtown New York"
2/6/2025,7e2cfc1d-d125-4f57-b7dc-70b5755c07e7,8,Paul Ortiz,Male,36,367.36,deposit,"750 Madison Avenue, Midtown New York"
2/8/2025,2729f082-bf8e-4c08-ba0d-fe17393c1c51,7,Peter Williams,Female,24,1231.7,withdrawal,"800 Water Street Branch, Downtown New York"
2/5/2025,3f898e00-09a3-479a-aac7-314bcf13b349,6,Linda Montoya,Male,36,104.01,withdrawal,"800 Water Street Branch, Downtown New York"
2/9/2025,cb150a68-391f-4a76-b9ce-ba0633a883da,5,Theodore Krause,Male,29,681.82,withdrawal,"300 Houston Street Branch, Downtown New York"
2/2/2025,f8df1966-7ca8-4f8c-8d9f-a59be6e7d4b9,3,Helen Palmer,Male,23,988.89,withdrawal,"800 Water Street Branch, Downtown New York"
2/7/2025,15657d5f-c687-46a2-8d9a-bc947b4560b8,5,Theodore Krause,Male,29,667.05,deposit,"800 Water Street Branch, Downtown New York"
2/5/2025,572af25d-ac50-4fa9-b939-e979f4a56d75,8,Paul Ortiz,Male,36,1030.4,deposit,"800 Water Street Branch, Downtown New York"
1/31/2025,a16e24d1-601d-4e50-9238-c493623aa0ee,6,Linda Montoya,Male,36,112.14,deposit,"800 Water Street Branch, Downtown New York"
2/6/2025,5795da02-947f-45e3-88af-e92b827ec0f6,1,Austin Roberson,Female,55,345.99,withdrawal,"800 Water Street Branch, Downtown New York"
2/6/2025,2bed45cf-e092-4acc-aa1e-93e6e4224a63,8,Paul Ortiz,Male,36,1446.21,deposit,"800 Water Street Branch, Downtown New York"
2/6/2025,bd2ef9b6-c2e4-4d61-aa10-2fd999ee82ec,2,Scott Davidson,Female,36,2456,deposit,"800 Water Street Branch, Downtown New York"
2/2/2025,5cb96a43-763c-4965-a8de-fa2f5f234d1b,1,Austin Roberson,Female,55,430.79,withdrawal,"800 Water Street Branch, Downtown New York"
2/1/2025,5d677f93-e3ea-4225-910f-992f2556b14d,10,Rachel Meyer,Male,57,986.94,withdrawal,"800 Water Street Branch, Downtown New York"
2/2/2025,5260e2de-1c98-4dab-a840-3befae6deab6,9,Joshua Snyder,Female,49,1603.09,deposit,"800 Water Street Branch, Downtown New York"
2/7/2025,0a5bf041-147f-4baa-823f-f37ec097e552,4,Alexandra Schmidt,Male,48,876.04,withdrawal,"800 Water Street Branch, Downtown New York"
2/7/2025,50fe7170-6087-40f8-b694-d4c3859d59b1,1,Austin Roberson,Female,55,735.37,withdrawal,"800 Water Street Branch, Downtown New York"
2/1/2025,d8945d5f-8cab-4c39-893a-715f07093310,7,Peter Williams,Female,24,2296.86,deposit,"800 Water Street Branch, Downtown New York"
2/1/2025,1adee7ad-aae6-4353-9d73-25145af75b3f,5,Theodore Krause,Male,29,1392.9,deposit,"800 Water Street Branch, Downtown New York"
2/1/2025,b4d5ae6b-8e42-4641-87c8-141774d66195,9,Joshua Snyder,Female,49,1454.87,withdrawal,"800 Water Street Branch, Downtown New York"
2/1/2025,d73466ed-01ef-48c1-a90c-6fd201846f39,5,Theodore Krause,Male,29,1715.29,deposit,"750 Madison Avenue, Midtown New York"
2/6/2025,3185e783-1831-4a79-947c-5e59edfc034e,5,Theodore Krause,Male,29,1936.7,withdrawal,"800 Water Street Branch, Downtown New York"
2/3/2025,0beb5cb8-291e-4ee3-861e-76b00724b8af,8,Paul Ortiz,Male,36,2318.81,deposit,"800 Water Street Branch, Downtown New York"
2/1/2025,d90dde35-320c-421e-a6a9-3cf0b8598c64,5,Theodore Krause,Male,29,575.14,withdrawal,"800 Water Street Branch, Downtown New York"
2/7/2025,caf57ac7-0bdb-4ef3-b9ea-641ebc3240e6,3,Helen Palmer,Male,23,221.53,withdrawal,"800 Water Street Branch, Downtown New York"
1/31/2025,f9cd2688-f1aa-4f4c-bc36-39b04aa3e254,10,Rachel Meyer,Male,57,1019.01,withdrawal,"800 Water Street Branch, Downtown New York"
2/6/2025,bd525747-84b8-49fd-96fc-d75a80703e0d,3,Helen Palmer,Male,23,181.93,withdrawal,"800 Water Street Branch, Downtown New York"
2/1/2025,3b88ec2c-b105-41d4-a3fe-5501cf105654,10,Rachel Meyer,Male,57,2230.49,deposit,"800 Water Street Branch, Downtown New York"
2/9/2025,9153b6bd-53fa-454f-99b2-26873905d159,6,Linda Montoya,Male,36,1706.22,deposit,"800 Water Street Branch, Downtown New York"
2/6/2025,6f60377b-c5a6-4c09-895a-38a9385b04b2,3,Helen Palmer,Male,23,190.89,withdrawal,"800 Water Street Branch, Downtown New York"
2/6/2025,9f70237f-7bdb-4318-8e54-aeb42b9e5f30,5,Theodore Krause,Male,29,2307.28,withdrawal,"800 Water Street Branch, Downtown New York"
2/7/2025,2e7225e0-b68d-4f2c-9d79-65e0f71f649a,7,Peter Williams,Female,24,2456.99,deposit,"800 Water Street Branch, Downtown New York"
2/8/2025,a5d6a5f7-4aff-43bc-a09d-1499996155a6,5,Theodore Krause,Male,29,2417.16,withdrawal,"800 Water Street Branch, Downtown New York"
2/5/2025,74c0d57b-fd7c-483e-b736-a21cfa9bd481,8,Paul Ortiz,Male,36,2295.62,deposit,"800 Water Street Branch, Downtown New York"
2/5/2025,7c38f301-3374-4df4-b1b1-86f567b4e4b6,6,Linda Montoya,Male,36,2133.33,withdrawal,"800 Water Street Branch, Downtown New York"
1/31/2025,6e6067bf-cd85-4672-8f81-6146f331e82c,7,Peter Williams,Female,24,2413.2,deposit,"800 Water Street Branch, Downtown New York"
2/3/2025,f3e08f6b-8637-4496-b7f1-1aa26b3fc0b8,5,Theodore Krause,Male,29,824.4,withdrawal,"800 Water Street Branch, Downtown New York"
2/7/2025,8e75d8ea-ed25-4059-807a-7028a4e1b8a8,6,Linda Montoya,Male,36,1904.15,deposit,"800 Water Street Branch, Downtown New York"
1/31/2025,726192c4-8082-42d4-aa85-a3fc2d030483,8,Paul Ortiz,Male,36,1280.43,deposit,"800 Water Street Branch, Downtown New York"
2/3/2025,cb373996-6e2b-4fe2-b27b-d9caf7139cf8,4,Alexandra Schmidt,Male,48,1852.54,withdrawal,"800 Water Street Branch, Downtown New York"
1/31/2025,bd5adabe-f60a-4f44-8e34-d9a3344fca3f,7,Peter Williams,Female,24,1138.45,deposit,"800 Water Street Branch, Downtown New York"
2/6/2025,8c7e2625-54af-4ba1-82b6-9dfabdaf08a4,7,Peter Williams,Female,24,135.37,deposit,"800 Water Street Branch, Downtown New York"
2/3/2025,4d627b03-43af-4a66-a25a-398c5425fb3c,10,Rachel Meyer,Male,57,2255.99,withdrawal,"800 Water Street Branch, Downtown New York"
2/5/2025,42b17c84-e20a-492c-91b2-9776eba25f42,10,Rachel Meyer,Male,57,2136.66,withdrawal,"800 Water Street Branch, Downtown New York"
2/1/2025,cb1393f5-7784-4df2-a391-55de22164dd1,4,Alexandra Schmidt,Male,48,119.18,withdrawal,"800 Water Street Branch, Downtown New York"
2/1/2025,a69a5d60-a899-40ac-b62c-81c62e9da39b,8,Paul Ortiz,Male,36,837,withdrawal,"800 Water Street Branch, Downtown New York"
2/2/2025,066a5d67-4859-441a-91b1-5582513084ed,10,Rachel Meyer,Male,57,1127.12,withdrawal,"800 Water Street Branch, Downtown New York"
2/3/2025,bce713f0-302d-471d-a8be-ad5b340cf95b,6,Linda Montoya,Male,36,1837.87,deposit,"800 Water Street Branch, Downtown New York"
2/2/2025,5f949ef7-36f4-47ec-a3cc-7303e71b8d7d,6,Linda Montoya,Male,36,1689.95,withdrawal,"800 Water Street Branch, Downtown New York"
2/7/2025,79068e48-5db0-425e-83c2-fbf88d6fcb0f,6,Linda Montoya,Male,36,2303.84,withdrawal,"800 Water Street Branch, Downtown New York"
2/5/2025,96603bef-26e8-45e5-a782-dd680f2dadf7,2,Scott Davidson,Female,36,271.89,withdrawal,"800 Water Street Branch, Downtown New York"
1/31/2025,3b9b11b0-b1f9-41f9-9628-33fae704ba23,9,Joshua Snyder,Female,49,481.47,withdrawal,"800 Water Street Branch, Downtown New York"
2/3/2025,fbc2d343-2e77-4c58-9b92-d4c457566e01,5,Theodore Krause,Male,29,1977.99,withdrawal,"800 Water Street Branch, Downtown New York"
1/31/2025,2b25848a-2c5a-4162-9c4f-da831dc4fb60,8,Paul Ortiz,Male,36,570.57,deposit,"800 Water Street Branch, Downtown New York"
2/3/2025,07d15d75-d6cc-4073-b252-9ba13c1367e6,4,Alexandra Schmidt,Male,48,42.23,deposit,"800 Water Street Branch, Downtown New York"
2/9/2025,8844ad24-cbb5-470b-88ee-4ced464fe2a9,6,Linda Montoya,Male,36,810.8,withdrawal,"800 Water Street Branch, Downtown New York"
2/9/2025,1d219257-5a84-4bf0-abab-66e57863f2c3,4,Alexandra Schmidt,Male,48,1045.98,withdrawal,"800 Water Street Branch, Downtown New York"
2/9/2025,c5602507-b72a-47b2-86fe-2d398ab1255a,7,Peter Williams,Female,24,2365.81,withdrawal,"800 Water Street Branch, Downtown New York"
2/9/2025,555aacee-ee7c-469c-ac3a-20413d314631,5,Theodore Krause,Male,29,367.62,deposit,"800 Water Street Branch, Downtown New York"
2/2/2025,71df970a-85cb-4ed9-b58f-3c338e0ca8cc,5,Theodore Krause,Male,29,426.86,deposit,"800 Water Street Branch, Downtown New York"
2/3/2025,5071e61d-cdb1-4358-a3fa-98346bb1d1e6,3,Helen Palmer,Male,23,1745.36,deposit,"800 Water Street Branch, Downtown New York"
2/5/2025,3bdf2e7f-2e7e-4c09-b210-f45f2c4b2b15,9,Joshua Snyder,Female,49,170.84,deposit,"800 Water Street Branch, Downtown New York"
1/31/2025,3288b7b4-9b23-40f7-a3dc-03e26f0a334a,4,Alexandra Schmidt,Male,48,553.18,withdrawal,"800 Water Street Branch, Downtown New York"
2/4/2025,33bd5ae6-8e30-4477-b021-69b18693cf0a,2,Scott Davidson,Female,36,1546.22,deposit,"800 Water Street Branch, Downtown New York"
2/1/2025,2f28deed-6351-408d-994d-8c8ba349d5d5,10,Rachel Meyer,Male,57,1656.99,withdrawal,"800 Water Street Branch, Downtown New York"
2/4/2025,5cdafbbd-629e-4e08-a804-27d85af17072,8,Paul Ortiz,Male,36,2152.19,deposit,"800 Water Street Branch, Downtown New York"
2/5/2025,448c9766-c9df-4da4-9e36-b684b84483e9,3,Helen Palmer,Male,23,518.33,withdrawal,"800 Water Street Branch, Downtown New York"
2/9/2025,f5cceb4e-8a77-40db-968a-3d463f4afbc4,8,Paul Ortiz,Male,36,952.19,deposit,"800 Water Street Branch, Downtown New York"
1/31/2025,1d23b3cf-bfd6-435d-8880-fa934573ed25,1,Austin Roberson,Female,55,2231.56,deposit,"800 Water Street Branch, Downtown New York"
2/1/2025,2764b7ac-9346-48a8-8828-2d9dbef73cfe,3,Helen Palmer,Male,23,696.89,deposit,"800 Water Street Branch, Downtown New York"
1/31/2025,cd392bc3-ec7e-4069-ae5f-fed140fe921a,5,Theodore Krause,Male,29,1308.14,deposit,"800 Water Street Branch, Downtown New York"
2/4/2025,cfcc608d-1985-4838-acff-e9efbbb5b302,8,Paul Ortiz,Male,36,777.07,withdrawal,"800 Water Street Branch, Downtown New York"
2/9/2025,e2dea02e-373e-4120-bed7-0659625bfcd2,5,Theodore Krause,Male,29,846.67,withdrawal,"800 Water Street Branch, Downtown New York"
1/31/2025,b2376592-0976-477e-9090-6459b0ae18ca,9,Joshua Snyder,Female,49,1341.91,deposit,"800 Water Street Branch, Downtown New York"
2/8/2025,f28ef708-25b8-4c8a-9854-58c3a8cb5d07,5,Theodore Krause,Male,29,2045.13,deposit,"800 Water Street Branch, Downtown New York"
2/6/2025,db0ecc6b-9a11-415a-af4a-8fe398f27372,5,Theodore Krause,Male,29,160.6,deposit,"800 Water Street Branch, Downtown New York"
2/7/2025,0e445330-82a2-4e90-b5ab-8aa7913e7f62,4,Alexandra Schmidt,Male,48,1502.47,deposit,"800 Water Street Branch, Downtown New York"
2/7/2025,eddbd46e-bdc7-4843-b5dd-cd822d98fb97,1,Austin Roberson,Female,55,2304.77,withdrawal,"800 Water Street Branch, Downtown New York"
2/1/2025,8bef4179-d033-409a-8a33-bd658579fe76,10,Rachel Meyer,Male,57,609.6,deposit,"800 Water Street Branch, Downtown New York"
2/1/2025,0356c919-6a80-4ada-ab02-5601aec92674,4,Alexandra Schmidt,Male,48,1874.2,deposit,"800 Water Street Branch, Downtown New York"
2/4/2025,ec2b0153-5609-419d-9c74-53dc7502c614,10,Rachel Meyer,Male,57,705.65,withdrawal,"800 Water Street Branch, Downtown New York"
2/3/2025,c8498426-9530-4387-b8d9-8fee95c973e8,9,Joshua Snyder,Female,49,2207.88,withdrawal,"800 Water Street Branch, Downtown New York"
2/5/2025,02743d20-94bd-43d9-ad8e-29c0dfb494db,4,Alexandra Schmidt,Male,48,1643.16,deposit,"800 Water Street Branch, Downtown New York"
2/7/2025,a3247263-15d9-425b-b634-d6606781d433,6,Linda Montoya,Male,36,1280.42,deposit,"800 Water Street Branch, Downtown New York"
2/1/2025,5c596417-2108-48ce-8119-fc36de8d3c67,10,Rachel Meyer,Male,57,1970.65,withdrawal,"800 Water Street Branch, Downtown New York"
2/1/2025,f1457c35-2107-4c33-9bcc-99764fe610d2,10,Rachel Meyer,Male,57,498.65,deposit,"800 Water Street Branch, Downtown New York"
1/31/2025,1cbc7004-22a5-4610-ad6a-b1d49d4ab0c0,2,Scott Davidson,Female,36,2419.84,withdrawal,"800 Water Street Branch, Downtown New York"
2/1/2025,a282b4e9-0679-466a-be87-f3fd5ef23196,3,Helen Palmer,Male,23,2394.05,withdrawal,"800 Water Street Branch, Downtown New York"
2/5/2025,27c70806-e5e1-401f-8390-2e89b897c8a3,1,Austin Roberson,Female,55,267.28,deposit,"800 Water Street Branch, Downtown New York"
2/9/2025,71560810-539b-4776-b23f-eef4410ae611,4,Alexandra Schmidt,Male,48,1436.43,withdrawal,"800 Water Street Branch, Downtown New York"
1/31/2025,af6f1327-aaef-48fe-b306-538f88f436a8,8,Paul Ortiz,Male,36,709.66,deposit,"800 Water Street Branch, Downtown New York"
2/9/2025,63e66830-bcd2-4bce-81ec-c6ba853549ad,8,Paul Ortiz,Male,36,2280.67,deposit,"800 Water Street Branch, Downtown New York"
2/8/2025,33f53274-6ccf-4f44-92c8-52d91bcb2d86,5,Theodore Krause,Male,29,421.72,withdrawal,"800 Water Street Branch, Downtown New York"
2/7/2025,7009cc64-fd74-4cf6-8d21-c81d5e75f6ab,3,Helen Palmer,Male,23,1868.68,withdrawal,"800 Water Street Branch, Downtown New York"
2/7/2025,d7ba0e71-cdbc-4bc3-a4da-25931fbc5cd2,6,Linda Montoya,Male,36,687.39,withdrawal,"800 Water Street Branch, Downtown New York"
2/8/2025,7b989ad9-1058-4bf3-9a1b-4c730a15b6d7,7,Peter Williams,Female,24,907.54,deposit,"800 Water Street Branch, Downtown New York"
2/9/2025,5dd139a0-6743-44e0-b232-ad431642e105,7,Peter Williams,Female,24,1756.11,deposit,"800 Water Street Branch, Downtown New York"
1/31/2025,d70c0df2-be50-4d02-8f46-e3589a15b442,9,Joshua Snyder,Female,49,1664.77,withdrawal,"800 Water Street Branch, Downtown New York"
2/4/2025,f65e0035-8612-4bfe-a455-b7e996f96300,8,Paul Ortiz,Male,36,2360.73,deposit,"800 Water Street Branch, Downtown New York"
2/7/2025,b45bc290-d627-48bc-bb3a-3d4d8e4f5349,3,Helen Palmer,Male,23,1608.88,deposit,"800 Water Street Branch, Downtown New York"
2/3/2025,a4464f95-348d-455e-81a1-fab9fc5d0679,1,Austin Roberson,Female,55,1625.03,withdrawal,"800 Water Street Branch, Downtown New York"
2/4/2025,0335743f-91cf-4287-bc6f-e1dc083a71da,4,Alexandra Schmidt,Male,48,2136.36,deposit,"800 Water Street Branch, Downtown New York"
2/6/2025,436d134c-5dd8-4486-8ae9-1b3201beb839,4,Alexandra Schmidt,Male,48,152.33,withdrawal,"800 Water Street Branch, Downtown New York"
2/2/2025,58c91155-d219-4227-86c2-d58f91a0b25d,2,Scott Davidson,Female,36,2045.81,withdrawal,"800 Water Street Branch, Downtown New York"
2/6/2025,e54d168f-043e-4e81-afc9-d60d2fdb4838,10,Rachel Meyer,Male,57,483.08,withdrawal,"800 Water Street Branch, Downtown New York"
2/5/2025,3b651b6c-92e5-4046-9670-22a669d2197b,4,Alexandra Schmidt,Male,48,2497.91,withdrawal,"800 Water Street Branch, Downtown New York"
2/1/2025,17bf6adc-5afa-425b-932e-13b324ec7989,6,Linda Montoya,Male,36,1428.83,withdrawal,"800 Water Street Branch, Downtown New York"
